full_name,H,diameter,albedo,epoch,e,a,q,i,ad,moid,condition_code,rms
   283 Emma (A889 CA),8.79,132.385,0.023,2461000.5,0.1439195967853918,3.048081255251831,2.609402630026877,7.988649789490093,3.486759880476786,1.61449,0.0,0.28815
   284 Amalia (A889 KA),10.31,52.95,0.0602,2461000.5,0.2220545402362378,2.359843405106038,1.835829462755699,8.043827210986215,2.883857347456377,0.833337,0.0,0.24974
   285 Regina (A889 PA),10.94,47.156,0.05,2461000.5,0.2033546071185321,3.087359066932427,2.459530376842545,17.60902794620761,3.715187757022309,1.44903,0.0,0.28815
   286 Iclea (A889 PB),9.02,94.3,0.0508,2461000.5,0.0230681499775497,3.195433696397257,3.121720952645449,17.93683862116668,3.269146440149065,2.11773,0.0,0.33862
   287 Nephthys (A889 QA),8.26,59.615,0.238,2461000.5,0.0237125312495025,2.352920214297502,2.297126520188386,10.03368070770138,2.408713908406618,1.29209,0.0,0.43191
   288 Glauke (A890 DA),9.87,28.981,0.175,2461000.5,0.2060415464704276,2.758991277994558,2.190524448378138,4.338492772197862,3.327458107610977,1.19089,0.0,0.33306
   289 Nenetta (A890 EA),9.73,37.586,0.889,2461000.5,0.2026603103553312,2.8774429381469,2.294299459272294,6.679774366634517,3.460586417021508,1.29396,0.0,0.24344
   290 Bruna (A890 FA),12.06,9.822,0.314,2461000.5,0.2583656054362386,2.336627753569093,1.732923509339096,22.33577377964188,2.94033199779909,0.869584,0.0,0.20158
   291 Alice (A890 HA),11.56,10.456,0.425,2461000.5,0.0926227369373859,2.221726195248328,2.015943834318943,1.857392100495459,2.427508556177714,1.02977,0.0,0.23749
   292 Ludovica (A890 HB),10.08,30.864,0.187,2461000.5,0.033085591369346,2.531094217236216,2.447351468247424,14.87503229981664,2.614836966225008,1.47907,0.0,0.22731
   293 Brasilia (A890 KA),10.23,57.486,0.056,2461000.5,0.1019569889544012,2.862248898925389,2.570422619552906,15.60963727129941,3.154075178297872,1.63896,0.0,0.2664
   294 Felicia (A890 NA),10.3,51.865,0.095,2461000.5,0.2325575598936498,3.157283574059261,2.423033410183738,6.265877006773048,3.891533737934784,1.40914,0.0,0.3128
   295 Theresia (A890 QA),10.04,28.34,0.171,2461000.5,0.1673519885352431,2.798300139391711,2.32999904654606,2.700306644861488,3.266601232237362,1.34349,0.0,0.29299
   296 Phaetusa (A890 QB),12.53,8.196,0.379,2461000.5,0.1604071170345553,2.228459427663467,1.870998675443495,1.748358182018018,2.585920179883439,0.871482,0.0,0.30455
   297 Caecilia (A890 RA),9.21,39.48,0.1796,2461000.5,0.1384228981876854,3.168688039763668,2.730069057846925,7.549362732657616,3.60730702168041,1.71696,0.0,0.26319
   298 Baptistina (A890 RB),11.21,21.135,0.131,2461000.5,0.0951332654081694,2.264153318521365,2.048757019945684,6.279760380251505,2.479549617097045,1.06504,0.0,0.37224
   299 Thora (A890 TA),11.35,15.757,0.251,2461000.5,0.0625143060872763,2.433882417459557,2.28172994703405,1.608575098339537,2.586034887885064,1.2865,0.0,0.36534
   300 Geraldina (A890 TB),9.76,67.373,0.052,2461000.5,0.0591467313789582,3.202820953445487,3.013384562857148,0.7251953129902478,3.392257344033826,2.00891,0.0,0.36347
   301 Bavaria (A890 WA),10.52,53.042,0.057,2461000.5,0.0655576367755152,2.724623302319015,2.54600343751548,4.898390716269036,2.90324316712255,1.53243,0.0,0.30214
   302 Clarissa (A890 VA),11.3,38.53,0.0524,2461000.5,0.1109913083756166,2.406478440621416,2.139380249919132,3.412602719288555,2.673576631323701,1.15393,0.0,0.29245
   303 Josephina (A891 CA),9.09,124.923,0.034,2461000.5,0.0560623576614646,3.124872424381972,2.949684708879822,6.884116192734428,3.300060139884123,1.96787,0.0,0.25161
   304 Olga (A891 CB),10.03,65.99,0.047,2461000.5,0.2224991236511985,2.402316787433514,1.867803407496995,15.84898527964226,2.936830167370033,0.857403,0.0,0.23455
   305 Gordonia (A891 DA),8.87,47.739,0.238,2461000.5,0.1972788055707045,3.086583774198609,2.47766621393079,4.451932530471645,3.695501334466428,1.49878,0.0,0.27493
   306 Unitas (A891 EA),8.76,47.2,0.201,2461000.5,0.1520789728902648,2.357467987936582,1.998946677709507,7.278099382895526,2.715989298163656,0.983647,0.0,0.39313
   307 Nike (A891 EB),10.06,61.313,0.043,2461000.5,0.1429512995011286,2.906696288367011,2.491180276689839,6.12853950321144,3.322212300044182,1.50755,0.0,0.33249
   308 Polyxo (A891 FA),8.17,128.578,0.047,2461000.5,0.0383797002920736,2.748696376806061,2.643202233670335,4.363294009394526,2.854190519941786,1.62955,0.0,0.34205
   309 Fraternitas (A891 GA),10.64,41.075,0.056,2461000.5,0.1165913995134486,2.663236774360791,2.352726271602384,3.709213992132955,2.973747277119199,1.33849,0.0,0.35582
   310 Margarita (A891 KA),10.2,33.708,0.115,2461000.5,0.1172886537873609,2.760365545574755,2.436605986773278,3.171894307759312,3.084125104376233,1.43532,0.0,0.28975
   311 Claudia (A891 LA),10.05,26.3,0.322,2461000.5,0.0064466429087828,2.897045189147872,2.878368973322828,3.224071069038654,2.915721404972916,1.87996,0.0,0.29419
   312 Pierretta (A891 QA),8.96,46.191,0.23,2461000.5,0.1602749648590365,2.782148895240814,2.336240078823485,9.03445148274498,3.228057711658142,1.3403,0.0,0.26607
   313 Chaldaea (A891 QB),9.18,71.183,0.044,2461000.5,0.1808337863329593,2.375646789991656,1.946049585967724,11.64374581915606,2.805243994015587,0.975648,0.0,0.34542
   314 Rosalia (A891 RA),10.15,60.689,0.043,2461000.5,0.1706901008315709,3.159071751893094,2.619849476028294,12.51430298689702,3.698294027757894,1.61678,0.0,0.2671
   315 Constantia (A891 RB),12.58,6.534,0.217,2461000.5,0.1681294407996443,2.2413263223404,1.864493381115785,2.429397136111625,2.618159263565014,0.853083,0.0,0.36128
   316 Goberta (A891 RC),10.15,56.067,0.061,2461000.5,0.1275502186108475,3.184525053313623,2.77833818659175,2.346968421186598,3.590711920035496,1.79435,0.0,0.30036
   317 Roxane (A891 RD),9.75,18.648,0.926,2461000.5,0.0859275980576726,2.286552584006604,2.090074612630352,1.76611520855962,2.483030555382856,1.07923,0.0,0.37849
   318 Magdalena (A891 SA),9.49,85.0,0.054,2461000.5,0.0853632144493801,3.196789112850859,2.923900918261127,10.65908711276012,3.46967730744059,1.96079,0.0,0.34774
   319 Leona (A891 TA),10.18,49.943,0.085,2461000.5,0.2140940330000486,3.409816163593593,2.679794869341087,10.56142485478716,4.139837457846099,1.70266,0.0,0.34615
   320 Katharina (A891 TB),10.79,23.362,0.155,2461000.5,0.1152705336565101,3.012085581281701,2.66488086890828,9.387581442126862,3.359290293655123,1.66924,0.0,0.32697
   321 Florentina (A891 TC),10.08,27.974,0.425,2461000.5,0.0469251650646189,2.884446634010989,2.749093499589939,2.581985318615499,3.019799768432039,1.76329,0.0,0.3526
   322 Phaeo (A891 WB),9.15,69.855,0.089,2461000.5,0.2440286760952971,2.783822617684523,2.104490069806825,8.045606264374516,3.463155165562222,1.11803,0.0,0.27176
   323 Brucia (A891 YB),9.5,27.714,0.295,2461000.5,0.2995192359225147,2.38191101112437,1.668482845036974,24.26205944207609,3.095339177211766,0.80677,0.0,0.31581
   324 Bamberga (A892 DA),7.19,220.691,0.05,2461000.5,0.340449117720803,2.682371257589967,1.769160329543822,11.09615681309529,3.595582185636111,0.785363,0.0,0.38054
   325 Heidelberga (A892 EA),8.93,75.72,0.1068,2461000.5,0.150875150665916,3.218293549937771,2.732733025703765,8.57014864805304,3.703854074171779,1.75858,0.0,0.2226
   326 Tamara (A892 FD),9.37,93.0,0.0368,2461000.5,0.1900615532960136,2.317926771446415,1.877378008838895,23.69582587424989,2.758475534053934,0.944901,0.0,0.28884
   327 Columbia (A892 FE),10.02,30.291,0.214,2461000.5,0.0636872109917336,2.775366634731717,2.59861127428614,7.134208838216058,2.952121995177294,1.58938,0.0,0.28931
   328 Gudrun (A892 FF),9.01,145.68,0.025,2461000.5,0.1077590447202675,3.109444472209603,2.77437370627358,16.13136538759086,3.444515238145626,1.84093,0.0,0.22726
   329 Svea (A892 FG),9.62,81.057,0.039,2461000.5,0.0262351484822684,2.476899877524186,2.411918041461627,15.88010234473094,2.541881713586746,1.42893,0.0,0.33845
   330 Adalberta (A910 CB),12.53,9.111,0.256,2461000.5,0.2518663907147439,2.469061925639549,1.847188209977521,6.75918311137023,3.090935641301578,0.867482,0.0,0.3113
