rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
623,GJ 317 b,GJ 317,b,,,TIC 118608254,Gaia DR2 5701750711020088192,0,1,2,0,0,Radial Velocity,2007,<a refstr=JOHNSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670..833J/abstract target=ref> Johnson et al. 2007 </a>,2007-11,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=JOHNSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670..833J/abstract target=ref> Johnson et al. 2007 </a>,692.9,4.0,-4.0,0.0,0.95,,,0.0,,,,,,,,,,,,,,,,,381.4,,,0.0,1.2,,,0.0,,,,,,,,,381.4,,,0.0,1.2,,,0.0,Msini,,,,,0.193,0.06,-0.06,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2451639.0,30.0,-30.0,0.0,344.0,10.0,-10.0,0.0,71.0,7.0,-7.0,0.0,,,,,,,,,<a refstr=JOHNSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670..833J/abstract target=ref> Johnson et al. 2007 </a>,M3.5 V,,,,,,,,,0.26,0.04,-0.04,0.0,-0.23,0.2,-0.2,0.0,[Fe/H],,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,11.19034,246.79531,-40.06754,140.75177,928.2322049,0.1290887,-0.1290887,-461.162,0.139464,-0.139464,805.571,0.125502,-0.125502,15.1968,0.013,-0.0129,65.7744,0.0556846,-0.0556846,,,,12.4,0.2,-0.2,7.934,0.027,-0.027,7.321,0.071,-0.071,7.028,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539,0.000818,-0.000818,,,,9.51138,0.0073881,-0.0073881,,,,2020-09-08,2007-11,2014-08-27,0.0,0.0,1.0,4.0,0.0,0.0,0.0
624,GJ 317 b,GJ 317,b,,,TIC 118608254,Gaia DR2 5701750711020088192,0,1,2,0,0,Radial Velocity,2007,<a refstr=JOHNSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670..833J/abstract target=ref> Johnson et al. 2007 </a>,2007-11,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ANGLADA_ESCUDE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...37A/abstract target=ref> Anglada-Escud&eacute; et al. 2012 </a>,692.0,2.0,-2.0,0.0,1.15,0.05,-0.05,0.0,,,,,,,,,794.5,222.5,-127.1,0.0,2.5,0.7,-0.4,0.0,572.07,15.89,-15.89,0.0,1.8,0.05,-0.05,0.0,809.06,283.31,-283.31,0.0,2.5,0.9,-0.9,0.0,794.5,222.5,-127.1,0.0,2.5,0.7,-0.4,0.0,Mass,,,,,0.11,0.05,-0.05,0.0,,,,,,,,,45.0,30.0,-10.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2451656.7,35.0,-35.0,0.0,342.0,10.0,-10.0,0.0,75.2,3.0,-3.0,0.0,,,,,,,,,<a refstr=ANGLADA_ESCUDE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...37A/abstract target=ref> Anglada-Escud&eacute; et al. 2012 </a>,M2.5 V,3510.0,50.0,-50.0,0.0,,,,,0.42,0.05,-0.05,0.0,0.36,0.2,-0.2,0.0,[Fe/H],,,,,,,,,5.0,,,0.0,,,,,,,,,,,,,87.8,1.5,-1.5,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,11.19034,246.79531,-40.06754,140.75177,928.2322049,0.1290887,-0.1290887,-461.162,0.139464,-0.139464,805.571,0.125502,-0.125502,15.1968,0.013,-0.0129,65.7744,0.0556846,-0.0556846,,,,12.4,0.2,-0.2,7.934,0.027,-0.027,7.321,0.071,-0.071,7.028,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539,0.000818,-0.000818,,,,9.51138,0.0073881,-0.0073881,,,,2020-09-08,2012-02,2014-08-27,0.0,0.0,1.0,4.0,0.0,0.0,0.0
625,GJ 317 b,GJ 317,b,,,TIC 118608254,Gaia DR2 5701750711020088192,0,1,2,0,0,Radial Velocity,2007,<a refstr=JOHNSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670..833J/abstract target=ref> Johnson et al. 2007 </a>,2007-11,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,695.66,0.355,-0.355,0.0,1.151,0.018,-0.018,0.0,,,,,,,,,,,,,,,,,557.1,18.3,-18.3,0.0,1.75282384,0.05757795,-0.05757795,0.0,,,,,,,,,557.1,18.3,-18.3,0.0,1.75282384,0.05757795,-0.05757795,0.0,Msini,,,,,0.07,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,JD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2450988.9,14.5,-14.5,0.0,72.0,133.0,-133.0,0.0,71.81,0.58,-0.58,0.0,,,,,,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,,,,,,,,,,0.42,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,11.19034,246.79531,-40.06754,140.75177,928.2322049,0.1290887,-0.1290887,-461.162,0.139464,-0.139464,805.571,0.125502,-0.125502,15.1968,0.013,-0.0129,65.7744,0.0556846,-0.0556846,,,,12.4,0.2,-0.2,7.934,0.027,-0.027,7.321,0.071,-0.071,7.028,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539,0.000818,-0.000818,,,,9.51138,0.0073881,-0.0073881,,,,2020-09-08,2020-10,2020-09-03,0.0,0.0,1.0,4.0,0.0,0.0,0.0
626,GJ 317 b,GJ 317,b,,,TIC 118608254,Gaia DR2 5701750711020088192,1,1,2,0,0,Radial Velocity,2007,<a refstr=JOHNSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670..833J/abstract target=ref> Johnson et al. 2007 </a>,2007-11,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=MORALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250715516M/abstract target=ref>Morales et al. 2025</a>,695.69,0.26,-0.25,0.0,1.138,0.013,-0.013,0.0,,,,,,,,,,,,,,,,,536.49435102,13.03096469,-13.03096469,0.0,1.688,0.041,-0.041,0.0,,,,,,,,,536.49435102,13.03096469,-13.03096469,0.0,1.688,0.041,-0.041,0.0,Msini,,,,,0.0826,0.007,-0.0071,0.0,,,,,,,,,,,,,2458089.4,1.7,-1.6,0.0,BJD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,4.8,-4.6,0.0,71.39,0.56,-0.55,0.0,,,,,,,,,<a refstr=MORALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250715516M/abstract target=ref>Morales et al. 2025</a>,M3.5 V,3496.0,37.0,-37.0,0.0,0.403,0.009,-0.009,0.0,0.402,0.014,-0.014,0.0,-0.02,0.08,-0.08,0.0,[Fe/H],,,,,,,,,,,,,,,,,2.5,,,1.0,57.5,1.7,-1.7,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,11.19034,246.79531,-40.06754,140.75177,928.2322049,0.1290887,-0.1290887,-461.162,0.139464,-0.139464,805.571,0.125502,-0.125502,15.1968,0.013,-0.0129,65.7744,0.0556846,-0.0556846,,,,12.4,0.2,-0.2,7.934,0.027,-0.027,7.321,0.071,-0.071,7.028,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539,0.000818,-0.000818,,,,9.51138,0.0073881,-0.0073881,,,,2025-08-28,2025-07,2025-08-28,0.0,0.0,1.0,4.0,0.0,0.0,0.0
627,GJ 317 b,GJ 317,b,,,TIC 118608254,Gaia DR2 5701750711020088192,0,1,2,0,0,Radial Velocity,2007,<a refstr=JOHNSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670..833J/abstract target=ref> Johnson et al. 2007 </a>,2007-11,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,695.36,0.7,-0.7,0.0,1.18,0.0075,-0.0076,0.0,,,,,,,,,,,,,,,,,588.93603817,11.75965106,-11.75965106,0.0,1.853,0.037,-0.037,0.0,,,,,,,,,588.93603817,11.75965106,-11.75965106,0.0,1.853,0.037,-0.037,0.0,Msini,,,,,0.098,0.016,-0.016,0.0,,,,,,,,,,,,,2455306.1,4.6,-4.5,0.0,BJD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.0,15.0,-13.0,0.0,72.4,1.1,-1.1,0.0,,,,,,,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,3492.73,44.6,-44.6,0.0,0.431834,0.008304,-0.008304,0.0,0.453271,0.008771,-0.008771,0.0,0.3007,0.0765,-0.0765,0.0,[Fe/H],,,,,4.822436,0.011631,-0.011631,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,11.19034,246.79531,-40.06754,140.75177,928.2322049,0.1290887,-0.1290887,-461.162,0.139464,-0.139464,805.571,0.125502,-0.125502,15.1968,0.013,-0.0129,65.7744,0.0556846,-0.0556846,,,,12.4,0.2,-0.2,7.934,0.027,-0.027,7.321,0.071,-0.071,7.028,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539,0.000818,-0.000818,,,,9.51138,0.0073881,-0.0073881,,,,2021-09-20,2021-07,2021-09-20,0.0,0.0,1.0,4.0,0.0,0.0,0.0
628,GJ 317 c,GJ 317,c,,,TIC 118608254,Gaia DR2 5701750711020088192,1,1,2,0,0,Radial Velocity,2018,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,2016-04,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=MORALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250715516M/abstract target=ref>Morales et al. 2025</a>,6500.0,169.0,-166.0,0.0,5.04,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,454.49462201,18.43404761,-17.48056238,0.0,1.43,0.058,-0.055,0.0,,,,,,,,,454.49462201,18.43404761,-17.48056238,0.0,1.43,0.058,-0.055,0.0,Msini,,,,,0.217,0.014,-0.014,0.0,,,,,,,,,,,,,2462735.0,179.0,-176.0,0.0,BJD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7,5.4,-5.3,0.0,29.33,0.74,-0.73,0.0,,,,,,,,,<a refstr=MORALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250715516M/abstract target=ref>Morales et al. 2025</a>,M3.5 V,3496.0,37.0,-37.0,0.0,0.403,0.009,-0.009,0.0,0.402,0.014,-0.014,0.0,-0.02,0.08,-0.08,0.0,[Fe/H],,,,,,,,,,,,,,,,,2.5,,,1.0,57.5,1.7,-1.7,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,11.19034,246.79531,-40.06754,140.75177,928.2322049,0.1290887,-0.1290887,-461.162,0.139464,-0.139464,805.571,0.125502,-0.125502,15.1968,0.013,-0.0129,65.7744,0.0556846,-0.0556846,,,,12.4,0.2,-0.2,7.934,0.027,-0.027,7.321,0.071,-0.071,7.028,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539,0.000818,-0.000818,,,,9.51138,0.0073881,-0.0073881,,,,2025-08-28,2025-07,2025-08-28,0.0,0.0,1.0,4.0,0.0,0.0,0.0
629,GJ 317 c,GJ 317,c,,,TIC 118608254,Gaia DR2 5701750711020088192,0,1,2,0,0,Radial Velocity,2018,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,2016-04,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,5312.0,758.0,-1248.0,0.0,,,,,,,,,,,,,,,,,,,,,489.4582,400.4658,-181.1631,0.0,1.54,1.26,-0.57,0.0,,,,,,,,,489.4582,400.4658,-181.1631,0.0,1.54,1.26,-0.57,0.0,Msini,,,,,0.308,0.065,-0.079,0.0,,,,,,,,,,,,,,,,,JD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2457424.0,1913.0,-3660.0,0.0,194.0,27.0,-31.0,0.0,30.0,36.0,-14.0,0.0,,,,,,,,,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,,,,,,,,,,0.24,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,11.19034,246.79531,-40.06754,140.75177,928.2322049,0.1290887,-0.1290887,-461.162,0.139464,-0.139464,805.571,0.125502,-0.125502,15.1968,0.013,-0.0129,65.7744,0.0556846,-0.0556846,,,,12.4,0.2,-0.2,7.934,0.027,-0.027,7.321,0.071,-0.071,7.028,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539,0.000818,-0.000818,,,,9.51138,0.0073881,-0.0073881,,,,2020-09-08,2016-04,2018-11-29,0.0,0.0,1.0,4.0,0.0,0.0,0.0
630,GJ 317 c,GJ 317,c,,,TIC 118608254,Gaia DR2 5701750711020088192,0,1,2,0,0,Radial Velocity,2018,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,2016-04,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,6739.323,143.106,-143.106,0.0,5.23,0.111,-0.111,0.0,,,,,,,,,,,,,,,,,522.5,19.1,-19.1,0.0,1.64396061,0.06009502,-0.06009502,0.0,,,,,,,,,522.5,19.1,-19.1,0.0,1.64396061,0.06009502,-0.06009502,0.0,Msini,,,,,0.17,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,JD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2449804.6,221.5,-221.5,0.0,108.0,9.0,-9.0,0.0,31.97,0.56,-0.56,0.0,,,,,,,,,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,,,,,,,,,,0.42,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,11.19034,246.79531,-40.06754,140.75177,928.2322049,0.1290887,-0.1290887,-461.162,0.139464,-0.139464,805.571,0.125502,-0.125502,15.1968,0.013,-0.0129,65.7744,0.0556846,-0.0556846,,,,12.4,0.2,-0.2,7.934,0.027,-0.027,7.321,0.071,-0.071,7.028,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539,0.000818,-0.000818,,,,9.51138,0.0073881,-0.0073881,,,,2020-09-08,2020-10,2020-09-03,0.0,0.0,1.0,4.0,0.0,0.0,0.0
631,GJ 317 c,GJ 317,c,,,TIC 118608254,Gaia DR2 5701750711020088192,0,1,2,0,0,Radial Velocity,2018,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,2016-04,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,7500.0,1500.0,-720.0,0.0,5.78,0.75,-0.38,0.0,,,,,,,,,,,,,,,,,531.72692491,24.79061575,-24.15495893,0.0,1.673,0.078,-0.076,0.0,,,,,,,,,531.72692491,24.79061575,-24.15495893,0.0,1.673,0.078,-0.076,0.0,Msini,,,,,0.25,0.11,-0.074,0.0,,,,,,,,,,,,,2456384.0,75.0,-77.0,0.0,BJD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.9,20.0,-14.0,0.0,30.3,1.6,-1.6,0.0,,,,,,,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,3492.73,44.6,-44.6,0.0,0.431834,0.008304,-0.008304,0.0,0.453271,0.008771,-0.008771,0.0,0.3007,0.0765,-0.0765,0.0,[Fe/H],,,,,4.822436,0.011631,-0.011631,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,11.19034,246.79531,-40.06754,140.75177,928.2322049,0.1290887,-0.1290887,-461.162,0.139464,-0.139464,805.571,0.125502,-0.125502,15.1968,0.013,-0.0129,65.7744,0.0556846,-0.0556846,,,,12.4,0.2,-0.2,7.934,0.027,-0.027,7.321,0.071,-0.071,7.028,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539,0.000818,-0.000818,,,,9.51138,0.0073881,-0.0073881,,,,2021-09-20,2021-07,2021-09-20,0.0,0.0,1.0,4.0,0.0,0.0,0.0
632,GJ 317 c,GJ 317,c,,,TIC 118608254,Gaia DR2 5701750711020088192,0,1,2,0,0,Radial Velocity,2018,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,2016-04,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ANGLADA_ESCUDE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...37A/abstract target=ref> Anglada-Escud&eacute; et al. 2012 </a>,10000.0,,,-1.0,25.0,15.0,-15.0,0.0,,,,,,,,,,,,,,,,,635.66,,,0.0,2.0,,,0.0,,,,,,,,,635.66,,,0.0,2.0,,,0.0,Msini,,,,,0.81,0.2,-0.2,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,,,0.0,30.0,,,0.0,,,,,,,,,<a refstr=ANGLADA_ESCUDE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...37A/abstract target=ref> Anglada-Escud&eacute; et al. 2012 </a>,M2.5 V,3510.0,50.0,-50.0,0.0,,,,,0.42,0.05,-0.05,0.0,0.36,0.2,-0.2,0.0,[Fe/H],,,,,,,,,5.0,,,0.0,,,,,,,,,,,,,87.8,1.5,-1.5,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m58.69s,130.2445254,-23d27m10.11s,-23.452809,11.19034,246.79531,-40.06754,140.75177,928.2322049,0.1290887,-0.1290887,-461.162,0.139464,-0.139464,805.571,0.125502,-0.125502,15.1968,0.013,-0.0129,65.7744,0.0556846,-0.0556846,,,,12.4,0.2,-0.2,7.934,0.027,-0.027,7.321,0.071,-0.071,7.028,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7539,0.000818,-0.000818,,,,9.51138,0.0073881,-0.0073881,,,,2020-09-08,2012-02,2018-12-06,0.0,0.0,1.0,4.0,0.0,0.0,0.0
