rowid,pl_name,hostname,pl_letter,discoverymethod,disc_year,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,ra,dec,sy_dist,sy_plx
560,GJ 1214 b,GJ 1214,b,Transit,2009,1.58040433,0.0149,3250.0,0.215,0.178,258.8313991,4.9606795,14.6427,68.2653
561,GJ 1214 b,GJ 1214,b,Transit,2009,1.580404571,0.11339,3026.0,0.211,0.157,258.8313991,4.9606795,14.6427,68.2653
562,GJ 1214 b,GJ 1214,b,Transit,2009,1.58040481,0.11339,3000.0,0.77,0.7315,258.8313991,4.9606795,14.6427,68.2653
564,GJ 1214 b,GJ 1214,b,Transit,2009,1.580404341,0.11339,4651.4349999999995,0.77,0.7315,258.8313991,4.9606795,14.6427,68.2653
565,GJ 1214 b,GJ 1214,b,Transit,2009,1.58040456,0.01411,3026.0,0.216,0.15,258.8313991,4.9606795,14.6427,68.2653
566,GJ 1214 b,GJ 1214,b,Transit,2009,1.5803925,0.11339,3026.0,0.211,0.157,258.8313991,4.9606795,14.6427,68.2653
567,GJ 1214 b,GJ 1214,b,Transit,2009,1.5804043,0.11339,4651.4349999999995,0.201,0.7315,258.8313991,4.9606795,14.6427,68.2653
568,GJ 1214 b,GJ 1214,b,Transit,2009,1.580404531,0.01505,3101.0,0.2162,0.182,258.8313991,4.9606795,14.6427,68.2653
569,GJ 1214 b,GJ 1214,b,Transit,2009,1.580408346,0.11339,3074.0,0.214572,0.183607,258.8313991,4.9606795,14.6427,68.2653
570,GJ 1214 b,GJ 1214,b,Transit,2009,1.58040482,0.11339,4651.4349999999995,0.21,0.157,258.8313991,4.9606795,14.6427,68.2653
571,GJ 1214 b,GJ 1214,b,Transit,2009,1.58040417,0.11339,3250.0,0.2213,0.176,258.8313991,4.9606795,14.6427,68.2653
572,GJ 1214 b,GJ 1214,b,Transit,2009,1.5804049,0.11339,4651.4349999999995,0.2064,0.157,258.8313991,4.9606795,14.6427,68.2653
573,GJ 1214 b,GJ 1214,b,Transit,2009,1.58040487,0.11339,2949.0,0.21,0.153,258.8313991,4.9606795,14.6427,68.2653
574,GJ 1214 b,GJ 1214,b,Transit,2009,1.58040454,0.11339,3026.0,0.211,0.157,258.8313991,4.9606795,14.6427,68.2653
575,GJ 1252 b,GJ 1252,b,Transit,2020,0.5182349,0.00916,3458.0,0.391,0.381,306.9286462,-56.4622865,20.373,49.0558
576,GJ 1252 b,GJ 1252,b,Transit,2020,0.51824246094,0.11339,3325.0,0.390989,0.7315,306.9286462,-56.4622865,20.373,49.0558
577,GJ 1252 b,GJ 1252,b,Transit,2020,0.5182416,0.00915,3458.0,0.391,0.381,306.9286462,-56.4622865,20.373,49.0558
578,GJ 1252 b,GJ 1252,b,Transit,2020,0.5182464,0.11339,3458.0,0.391,0.381,306.9286462,-56.4622865,20.373,49.0558
579,GJ 1252 b,GJ 1252,b,Transit,2020,0.5182331,0.11339,3458.0,0.391,0.381,306.9286462,-56.4622865,20.373,49.0558
580,GJ 1252 b,GJ 1252,b,Transit,2020,0.5182418,0.11339,3458.0,0.391,0.381,306.9286462,-56.4622865,20.373,49.0558
581,GJ 1265 b,GJ 1265,b,Radial Velocity,2018,3.6511,0.026,3236.0,0.192,0.178,333.4324675,-17.6870623,10.2525,97.5087
582,GJ 1289 b,GJ 1289,b,Radial Velocity,2024,111.74,0.27,3296.0,0.77,0.21,355.7813464,36.5363314,8.35147,119.711
583,GJ 143 b,GJ 143,b,Transit,2019,35.6134391,0.11339,4628.53,0.71,0.7315,51.7501882,-63.500166,16.32,61.2455
584,GJ 143 b,GJ 143,b,Transit,2019,35.61253,0.1915,4640.0,0.695,0.73,51.7501882,-63.500166,16.32,61.2455
585,GJ 143 b,GJ 143,b,Transit,2019,35.589,0.1932,4651.4349999999995,0.73,0.76,51.7501882,-63.500166,16.32,61.2455
586,GJ 15 A b,GJ 15 A,b,Radial Velocity,2014,11.4433,0.0717,3567.0,0.3863,0.375,4.6126677,44.0247296,3.56228,280.69
587,GJ 15 A b,GJ 15 A,b,Radial Velocity,2014,11.4407,0.072,3607.0,0.38,0.38,4.6126677,44.0247296,3.56228,280.69
588,GJ 15 A b,GJ 15 A,b,Radial Velocity,2014,11.4432,0.0732,3742.67,0.375411,0.399648,4.6126677,44.0247296,3.56228,280.69
589,GJ 15 A c,GJ 15 A,c,Radial Velocity,2018,7600.0,5.4,3607.0,0.38,0.38,4.6126677,44.0247296,3.56228,280.69
590,GJ 160.2 b,GJ 160.2,b,Radial Velocity,2014,5.2354,0.053,4347.0,0.77,0.69,61.6454173,-20.8564724,25.8557,38.6473
591,GJ 163 b,GJ 163,b,Radial Velocity,2013,8.63182,0.0607,4651.4349999999995,0.77,0.7315,62.3228353,-53.3711768,15.1285,66.0714
592,GJ 163 c,GJ 163,c,Radial Velocity,2013,25.63058,0.1254,4651.4349999999995,0.77,0.7315,62.3228353,-53.3711768,15.1285,66.0714
593,GJ 163 d,GJ 163,d,Radial Velocity,2013,603.95116,1.0304,4651.4349999999995,0.77,0.7315,62.3228353,-53.3711768,15.1285,66.0714
594,GJ 179 b,GJ 179,b,Radial Velocity,2009,2288.0,2.41,3370.0,0.38,0.357,73.0245495,6.4752347,12.356,80.9036
595,GJ 179 b,GJ 179,b,Radial Velocity,2009,2303.0,2.424,3370.0,0.77,0.357,73.0245495,6.4752347,12.356,80.9036
596,GJ 179 b,GJ 179,b,Radial Velocity,2009,2333.0,2.523,3411.78,0.381487,0.393442,73.0245495,6.4752347,12.356,80.9036
597,GJ 180 b,GJ 180,b,Radial Velocity,2014,17.38,0.103,3371.0,0.77,0.43,73.460097,-17.776194,11.9407,83.7182
598,GJ 180 b,GJ 180,b,Radial Velocity,2014,17.133,0.092,4651.4349999999995,0.77,0.43,73.460097,-17.776194,11.9407,83.7182
599,GJ 180 c,GJ 180,c,Radial Velocity,2014,24.329,0.129,3371.0,0.77,0.43,73.460097,-17.776194,11.9407,83.7182
600,GJ 180 d,GJ 180,d,Radial Velocity,2020,106.3,0.309,4651.4349999999995,0.77,0.43,73.460097,-17.776194,11.9407,83.7182
601,GJ 2030 b,GJ 2030,b,Radial Velocity,2022,2.38129,0.034,4651.4349999999995,0.77,0.96,50.8237604,-7.7950429,37.0788,26.9407
602,GJ 2030 c,GJ 2030,c,Radial Velocity,2022,25533.11353,16.761,4651.4349999999995,0.77,0.96,50.8237604,-7.7950429,37.0788,26.9407
603,GJ 2056 b,GJ 2056,b,Radial Velocity,2020,69.971,0.283,4651.4349999999995,0.77,0.62,108.0194945,-24.8921008,28.4434,35.1286
604,GJ 2126 b,GJ 2126,b,Radial Velocity,2025,272.7,0.71,4159.0,0.728,0.65,257.3606793,-35.391719,38.129,26.1982
605,GJ 229 A c,GJ 229,c,Radial Velocity,2020,121.93268,0.384,4651.4349999999995,0.77,0.509,92.6435993,-21.8677233,5.75624,173.696
606,GJ 229 A c,GJ 229,c,Radial Velocity,2020,121.995,0.339,4651.4349999999995,0.77,0.58,92.6435993,-21.8677233,5.75624,173.696
607,GJ 229 b,GJ 229,b,Radial Velocity,2014,471.0,0.97,3564.0,0.77,0.58,92.6435993,-21.8677233,5.75624,173.696
608,GJ 229 b,GJ 229,b,Radial Velocity,2014,526.115,0.898,4651.4349999999995,0.77,0.58,92.6435993,-21.8677233,5.75624,173.696
609,GJ 229 b,GJ 229,b,Radial Velocity,2014,579.47495,1.086,4651.4349999999995,0.77,0.509,92.6435993,-21.8677233,5.75624,173.696
610,GJ 238 b,GJ 238,b,Transit,2024,1.7446999,0.02123,3485.0,0.4314,0.4193,98.454881,-58.5250316,15.2142,65.6992
611,GJ 238 b,GJ 238,b,Transit,2024,1.7447031,0.11339,3445.0,0.43,0.7315,98.454881,-58.5250316,15.2142,65.6992
612,GJ 251 b,GJ 251,b,Radial Velocity,2020,14.238,0.0818,3451.0,0.364,0.36,103.7002499,33.2664632,5.58057,179.164
613,GJ 27.1 b,GJ 27.1,b,Radial Velocity,2014,15.819,0.101,3542.0,0.77,0.53,9.9980016,-44.2541679,23.6062,42.3328
614,GJ 273 b,GJ 273,b,Radial Velocity,2017,18.6498,0.091101,3382.0,0.293,0.29,111.852091,5.225807,5.921535,263.26
615,GJ 273 c,GJ 273,c,Radial Velocity,2017,4.7234,0.036467,3382.0,0.293,0.29,111.852091,5.225807,5.921535,263.26
616,GJ 3021 b,GJ 3021,b,Radial Velocity,2000,133.71,0.49,5540.0,0.9,0.9,4.0634323,-79.8514218,17.5559,56.9319
617,GJ 3082 b,GJ 3082,b,Radial Velocity,2020,11.949,0.079,4651.4349999999995,0.77,0.47,18.6432425,-53.9407751,16.6186,60.1445
618,GJ 3090 b,GJ 3090,b,Transit,2022,2.8531054,0.03165,3556.0,0.516,0.519,20.4384281,-46.7147234,22.4751,44.4649
619,GJ 3090 b,GJ 3090,b,Transit,2022,2.8531016,0.11339,3703.0,0.52,0.7315,20.4384281,-46.7147234,22.4751,44.4649
620,GJ 3138 b,GJ 3138,b,Radial Velocity,2017,1.22003,0.0197,3717.0,0.5,0.681,32.2977385,-16.3392495,28.4712,35.0943
621,GJ 3138 c,GJ 3138,c,Radial Velocity,2017,5.974,0.057,3717.0,0.5,0.681,32.2977385,-16.3392495,28.4712,35.0943
622,GJ 3138 d,GJ 3138,d,Radial Velocity,2017,257.8,0.698,3717.0,0.5,0.681,32.2977385,-16.3392495,28.4712,35.0943
623,GJ 317 b,GJ 317,b,Radial Velocity,2007,692.9,0.95,4651.4349999999995,0.77,0.26,130.2445254,-23.452809,15.1968,65.7744
624,GJ 317 b,GJ 317,b,Radial Velocity,2007,692.0,1.15,3510.0,0.77,0.42,130.2445254,-23.452809,15.1968,65.7744
625,GJ 317 b,GJ 317,b,Radial Velocity,2007,695.66,1.151,4651.4349999999995,0.77,0.42,130.2445254,-23.452809,15.1968,65.7744
626,GJ 317 b,GJ 317,b,Radial Velocity,2007,695.69,1.138,3496.0,0.403,0.402,130.2445254,-23.452809,15.1968,65.7744
627,GJ 317 b,GJ 317,b,Radial Velocity,2007,695.36,1.18,3492.73,0.431834,0.453271,130.2445254,-23.452809,15.1968,65.7744
628,GJ 317 c,GJ 317,c,Radial Velocity,2018,6500.0,5.04,3496.0,0.403,0.402,130.2445254,-23.452809,15.1968,65.7744
629,GJ 317 c,GJ 317,c,Radial Velocity,2018,5312.0,0.11339,4651.4349999999995,0.77,0.24,130.2445254,-23.452809,15.1968,65.7744
630,GJ 317 c,GJ 317,c,Radial Velocity,2018,6739.323,5.23,4651.4349999999995,0.77,0.42,130.2445254,-23.452809,15.1968,65.7744
631,GJ 317 c,GJ 317,c,Radial Velocity,2018,7500.0,5.78,3492.73,0.431834,0.453271,130.2445254,-23.452809,15.1968,65.7744
632,GJ 317 c,GJ 317,c,Radial Velocity,2018,10000.0,25.0,3510.0,0.77,0.42,130.2445254,-23.452809,15.1968,65.7744
633,GJ 3222 b,GJ 3222,b,Radial Velocity,2022,10.66669,0.091,4651.4349999999995,0.77,0.89,50.8972464,-40.0762325,18.23817,54.8301
634,GJ 328 b,GJ 328,b,Radial Velocity,2013,4100.0,4.5,3900.0,0.77,0.69,133.7819507,1.5420011,20.5266,48.6883
635,GJ 328 b,GJ 328,b,Radial Velocity,2013,3771.0,4.11,3897.0,0.63,0.65,133.7819507,1.5420011,20.5266,48.6883
636,GJ 328 c,GJ 328,c,Radial Velocity,2023,241.8,0.657,3897.0,0.63,0.65,133.7819507,1.5420011,20.5266,48.6883
637,GJ 3293 b,GJ 3293,b,Radial Velocity,2015,30.6,0.1434,3466.0,0.404,0.42,67.1484425,-25.1713396,20.1903,49.4999
638,GJ 3293 b,GJ 3293,b,Radial Velocity,2015,30.5987,0.14339,3466.0,0.404,0.42,67.1484425,-25.1713396,20.1903,49.4999
639,GJ 3293 c,GJ 3293,c,Radial Velocity,2015,122.6196,0.36175,3466.0,0.404,0.42,67.1484425,-25.1713396,20.1903,49.4999
640,GJ 3293 c,GJ 3293,c,Radial Velocity,2015,123.75,0.364,3466.0,0.404,0.42,67.1484425,-25.1713396,20.1903,49.4999
641,GJ 3293 d,GJ 3293,d,Radial Velocity,2017,48.1345,0.19394,3466.0,0.404,0.42,67.1484425,-25.1713396,20.1903,49.4999
642,GJ 3293 e,GJ 3293,e,Radial Velocity,2017,13.2543,0.08208,3466.0,0.404,0.42,67.1484425,-25.1713396,20.1903,49.4999
643,GJ 3323 b,GJ 3323,b,Radial Velocity,2017,5.3636,0.03282,3159.0,0.119,0.164,75.4868824,-6.9485133,5.37484,186.023
644,GJ 3323 c,GJ 3323,c,Radial Velocity,2017,40.54,0.1264,3159.0,0.119,0.164,75.4868824,-6.9485133,5.37484,186.023
645,GJ 3341 b,GJ 3341,b,Radial Velocity,2015,14.207,0.089,3526.0,0.439,0.47,78.9471415,-31.2948458,23.619,42.3099
646,GJ 338 B b,GJ 338 B,b,Radial Velocity,2020,24.45,0.141,4005.0,0.58,0.64,138.5916722,52.6835211,6.33256,157.885
647,GJ 338 B b,GJ 338 B,b,Radial Velocity,2020,24.422,0.142,4014.0,0.58,0.64,138.5916722,52.6835211,6.33256,157.885
648,GJ 341 b,GJ 341,b,Transit,2025,7.57686,0.11339,3770.0,0.5066,0.48,140.3993759,-60.2811692,10.454,95.6279
649,GJ 341 b,GJ 341,b,Transit,2025,7.5768334,0.11339,3766.0,0.53,0.7315,140.3993759,-60.2811692,10.454,95.6279
650,GJ 3470 b,GJ 3470,b,Radial Velocity,2012,3.33665106329,0.11339,3552.0,0.499698,0.7315,119.7735021,15.391209,29.4214,33.9601
651,GJ 3470 b,GJ 3470,b,Radial Velocity,2012,3.3366496,0.0355,3600.0,0.547,0.539,119.7735021,15.391209,29.4214,33.9601
652,GJ 3470 b,GJ 3470,b,Radial Velocity,2012,3.3366487,0.031,3652.0,0.48,0.51,119.7735021,15.391209,29.4214,33.9601
653,GJ 3470 b,GJ 3470,b,Radial Velocity,2012,3.3366413,0.11339,3552.0,0.499698,0.497757,119.7735021,15.391209,29.4214,33.9601
654,GJ 3470 b,GJ 3470,b,Radial Velocity,2012,3.336665,0.11339,3552.0,0.499698,0.497757,119.7735021,15.391209,29.4214,33.9601
655,GJ 3470 b,GJ 3470,b,Radial Velocity,2012,3.3366524,0.11339,3600.0,0.503,0.541,119.7735021,15.391209,29.4214,33.9601
656,GJ 3470 b,GJ 3470,b,Radial Velocity,2012,3.336649,0.11339,3652.0,0.48,0.51,119.7735021,15.391209,29.4214,33.9601
657,GJ 3470 b,GJ 3470,b,Radial Velocity,2012,3.33665,0.03557,3600.0,0.568,0.539,119.7735021,15.391209,29.4214,33.9601
658,GJ 3470 b,GJ 3470,b,Radial Velocity,2012,3.336649,0.11339,3552.0,0.499698,0.497757,119.7735021,15.391209,29.4214,33.9601
659,GJ 3470 b,GJ 3470,b,Radial Velocity,2012,3.33714,0.0348,3600.0,0.503,0.541,119.7735021,15.391209,29.4214,33.9601
660,GJ 3470 b,GJ 3470,b,Radial Velocity,2012,3.336649,0.03596,4651.4349999999995,0.526,0.557,119.7735021,15.391209,29.4214,33.9601
661,GJ 3473 b,GJ 3473,b,Transit,2020,1.1980035,0.01589,3347.0,0.364,0.36,120.5936065,3.3371629,27.3644,36.515
662,GJ 3473 b,GJ 3473,b,Transit,2020,1.19799956042,0.11339,3332.0,0.354529,0.7315,120.5936065,3.3371629,27.3644,36.515
663,GJ 3473 c,GJ 3473,c,Radial Velocity,2020,15.509,0.0876,3347.0,0.364,0.36,120.5936065,3.3371629,27.3644,36.515
664,GJ 3512 b,GJ 3512,b,Radial Velocity,2019,203.69,0.337,3081.0,0.139,0.123,130.3316616,59.4918364,9.48637,105.386
665,GJ 3512 b,GJ 3512,b,Radial Velocity,2019,203.109,0.3376,3141.0,0.139,0.123,130.3316616,59.4918364,9.48637,105.386
666,GJ 3512 b,GJ 3512,b,Radial Velocity,2019,203.59,0.338,3081.0,0.139,0.123,130.3316616,59.4918364,9.48637,105.386
667,GJ 3512 c,GJ 3512,c,Radial Velocity,2020,1599.6,1.292,3081.0,0.139,0.123,130.3316616,59.4918364,9.48637,105.386
668,GJ 3512 c,GJ 3512,c,Radial Velocity,2020,2354.0,1.731,3141.0,0.139,0.123,130.3316616,59.4918364,9.48637,105.386
669,GJ 357 b,GJ 357,b,Transit,2019,3.93072,0.035,3505.0,0.337,0.342,144.0074644,-21.6650634,9.44181,105.883
670,GJ 357 b,GJ 357,b,Transit,2019,3.930623,0.11339,3505.0,0.337,0.342,144.0074644,-21.6650634,9.44181,105.883
671,GJ 357 b,GJ 357,b,Transit,2019,3.9306027,0.11339,3505.0,0.36,0.7315,144.0074644,-21.6650634,9.44181,105.883
672,GJ 357 b,GJ 357,b,Transit,2019,3.9306,0.036,3505.0,0.337,0.342,144.0074644,-21.6650634,9.44181,105.883
673,GJ 357 c,GJ 357,c,Radial Velocity,2019,9.1247,0.061,3505.0,0.337,0.342,144.0074644,-21.6650634,9.44181,105.883
674,GJ 357 d,GJ 357,d,Radial Velocity,2019,55.661,0.204,3505.0,0.337,0.342,144.0074644,-21.6650634,9.44181,105.883
675,GJ 3634 b,GJ 3634,b,Radial Velocity,2010,2.64561,0.0287,4651.4349999999995,0.43,0.45,164.6433493,-31.1443383,20.3779,49.044
676,GJ 367 b,GJ 367,b,Transit,2021,0.321962,0.0071,3522.0,0.457,0.454,146.121464,-45.7790165,9.41263,106.211
677,GJ 367 b,GJ 367,b,Transit,2021,0.3219225,0.00709,3522.0,0.458,0.455,146.121464,-45.7790165,9.41263,106.211
678,GJ 367 b,GJ 367,b,Transit,2021,0.3219233,0.11339,3518.0,0.46,0.7315,146.121464,-45.7790165,9.41263,106.211
679,GJ 367 c,GJ 367,c,Radial Velocity,2023,11.5301,0.11339,3522.0,0.458,0.455,146.121464,-45.7790165,9.41263,106.211
680,GJ 367 d,GJ 367,d,Radial Velocity,2023,34.369,0.11339,3522.0,0.458,0.455,146.121464,-45.7790165,9.41263,106.211
681,GJ 3779 b,GJ 3779,b,Radial Velocity,2018,3.0232,0.026,3324.0,0.281,0.27,200.7335358,24.4639425,13.743,72.7352
682,GJ 3929 b,GJ 3929,b,Transit,2022,2.61627687236,0.11339,3352.0,0.325635,0.7315,239.5775678,35.4081141,15.8095,63.224
683,GJ 3929 b,GJ 3929,b,Transit,2022,2.616235,0.0252,3384.0,0.32,0.313,239.5775678,35.4081141,15.8095,63.224
684,GJ 3929 b,GJ 3929,b,Transit,2022,2.6162745,0.02569,3369.0,0.315,0.309,239.5775678,35.4081141,15.8095,63.224
685,GJ 3929 c,GJ 3929,c,Radial Velocity,2022,15.04,0.081,3384.0,0.32,0.313,239.5775678,35.4081141,15.8095,63.224
686,GJ 393 b,GJ 393,b,Radial Velocity,2021,7.02679,0.05402,3579.0,0.426,0.426,157.2288672,0.8378485,7.03149,142.188
687,GJ 3942 b,GJ 3942,b,Radial Velocity,2017,6.905,0.0608,3867.0,0.61,0.63,242.2645452,52.9441443,16.9287,59.0421
688,GJ 3988 b,GJ 3988,b,Radial Velocity,2023,6.9442,0.0405,3273.0,0.19734,0.1842,255.8503747,51.4089795,9.9105,100.874
689,GJ 3998 b,GJ 3998,b,Radial Velocity,2016,2.64977,0.029,3722.0,0.49,0.5,259.0020507,11.0561751,18.1459,55.0799
690,GJ 3998 b,GJ 3998,b,Radial Velocity,2016,2.65033,0.03,3726.0,0.5,0.52,259.0020507,11.0561751,18.1459,55.0799
691,GJ 3998 c,GJ 3998,c,Radial Velocity,2016,13.727,0.09,3726.0,0.5,0.52,259.0020507,11.0561751,18.1459,55.0799
692,GJ 3998 c,GJ 3998,c,Radial Velocity,2016,13.74,0.089,3722.0,0.49,0.5,259.0020507,11.0561751,18.1459,55.0799
693,GJ 3998 d,GJ 3998,d,Radial Velocity,2025,41.78,0.189,3726.0,0.5,0.52,259.0020507,11.0561751,18.1459,55.0799
694,GJ 411 b,GJ 411,b,Radial Velocity,2019,12.9382,0.07892,3719.95,0.369083,0.391846,165.834471,35.972317,5.675773,392.4
695,GJ 411 b,GJ 411,b,Radial Velocity,2019,12.9394,0.07879,3719.0,0.3685,0.3899,165.834471,35.972317,5.675773,392.4
696,GJ 411 b,GJ 411,b,Radial Velocity,2019,12.946,0.0789,3601.0,0.392,0.39,165.834471,35.972317,5.675773,392.4
697,GJ 411 b,GJ 411,b,Radial Velocity,2019,12.9532,0.0785,3563.0,0.389,0.386,165.834471,35.972317,5.675773,392.4
698,GJ 414 A b,GJ 414 A,b,Radial Velocity,2021,50.8,0.2324,4120.0,0.68,0.65,167.7745044,30.4451688,11.8893,84.0803
699,GJ 414 A b,GJ 414 A,b,Radial Velocity,2021,51.625,0.2403,4205.93,0.669922,0.694721,167.7745044,30.4451688,11.8893,84.0803
700,GJ 414 A c,GJ 414 A,c,Radial Velocity,2021,749.83,1.4,4120.0,0.68,0.65,167.7745044,30.4451688,11.8893,84.0803
701,GJ 414 A c,GJ 414 A,c,Radial Velocity,2021,744.7,1.424,4205.93,0.669922,0.694721,167.7745044,30.4451688,11.8893,84.0803
702,GJ 422 b,GJ 422,b,Radial Velocity,2014,26.161,0.119,3323.0,0.77,0.35,168.9810458,-57.5425629,12.6631,78.9409
703,GJ 422 b,GJ 422,b,Radial Velocity,2014,20.129,0.111,4651.4349999999995,0.77,0.35,168.9810458,-57.5425629,12.6631,78.9409
704,GJ 4276 b,GJ 4276,b,Radial Velocity,2019,13.352,0.082,3387.0,0.407,0.406,336.3221454,59.412503,21.3362,46.8399
705,GJ 433 b,GJ 433,b,Radial Velocity,2011,7.3705,0.062,4651.4349999999995,0.77,0.48,173.8619194,-32.5436302,9.06456,110.291
706,GJ 433 b,GJ 433,b,Radial Velocity,2011,7.3709,0.058,3600.0,0.77,0.48,173.8619194,-32.5436302,9.06456,110.291
707,GJ 433 b,GJ 433,b,Radial Velocity,2011,7.3697,0.06,3472.0,0.77,0.48,173.8619194,-32.5436302,9.06456,110.291
708,GJ 433 b,GJ 433,b,Radial Velocity,2011,7.3709,0.06,3461.0,0.5,0.59,173.8619194,-32.5436302,9.06456,110.291
709,GJ 433 c,GJ 433,c,Radial Velocity,2014,5094.105,4.819,4651.4349999999995,0.77,0.48,173.8619194,-32.5436302,9.06456,110.291
710,GJ 433 c,GJ 433,c,Radial Velocity,2014,3400.0,3.6,3472.0,0.77,0.48,173.8619194,-32.5436302,9.06456,110.291
711,GJ 433 d,GJ 433,d,Radial Velocity,2020,36.059,0.178,4651.4349999999995,0.77,0.48,173.8619194,-32.5436302,9.06456,110.291
712,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.6,0.029,4651.4349999999995,0.77,0.7315,175.5505363,26.7030669,9.75321,102.501
713,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.6438979,0.0287,3585.0,0.437,0.452,175.5505363,26.7030669,9.75321,102.501
714,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389788,0.03109,3350.0,0.77,0.7315,175.5505363,26.7030669,9.75321,102.501
715,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389846,0.11339,3456.0,0.425432,0.419868,175.5505363,26.7030669,9.75321,102.501
716,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64385,0.0285,3350.0,0.77,0.44,175.5505363,26.7030669,9.75321,102.501
717,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.643897528,0.11339,4651.4349999999995,0.77,0.7315,175.5505363,26.7030669,9.75321,102.501
718,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.643892,0.02849,3586.11,0.416843,0.441167,175.5505363,26.7030669,9.75321,102.501
719,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.6438986,0.11339,3500.0,0.77,0.7315,175.5505363,26.7030669,9.75321,102.501
720,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64388561055,0.11339,3456.0,0.425432,0.7315,175.5505363,26.7030669,9.75321,102.501
721,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.643859,0.0278,3456.0,0.425432,0.419868,175.5505363,26.7030669,9.75321,102.501
722,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.644,0.028,3456.0,0.425432,0.419868,175.5505363,26.7030669,9.75321,102.501
723,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.6438904,0.11339,3500.0,0.446,0.452,175.5505363,26.7030669,9.75321,102.501
724,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389524,0.02887,3500.0,0.454,0.459,175.5505363,26.7030669,9.75321,102.501
725,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389803,0.0308,3416.0,0.455,0.556,175.5505363,26.7030669,9.75321,102.501
726,GJ 436 b,GJ 436,b,Radial Velocity,2004,8.46321,0.11339,4651.4349999999995,0.77,0.452,175.5505363,26.7030669,9.75321,102.501
727,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.643943,0.0278,3456.0,0.425432,0.419868,175.5505363,26.7030669,9.75321,102.501
728,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64385,0.02872,3350.0,0.464,0.452,175.5505363,26.7030669,9.75321,102.501
729,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389751,0.11339,3350.0,0.464,0.452,175.5505363,26.7030669,9.75321,102.501
730,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64386,0.02872,4651.4349999999995,0.45,0.7315,175.5505363,26.7030669,9.75321,102.501
731,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64388312,0.0291,4651.4349999999995,0.455,0.47,175.5505363,26.7030669,9.75321,102.501
732,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.6441,0.0278,4651.4349999999995,0.77,0.41,175.5505363,26.7030669,9.75321,102.501
733,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389803,0.11339,3479.0,0.449,0.445,175.5505363,26.7030669,9.75321,102.501
734,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.643897621,0.11339,3350.0,0.464,0.452,175.5505363,26.7030669,9.75321,102.501
735,GJ 463 b,GJ 463,b,Radial Velocity,2022,3459.0,3.53,3563.0,0.483,0.486,185.7440496,64.0324311,18.3554,54.4509
736,GJ 463 b,GJ 463,b,Radial Velocity,2022,3448.0,3.53,3540.0,0.49,0.49,185.7440496,64.0324311,18.3554,54.4509
737,GJ 463 b,GJ 463,b,Radial Velocity,2022,3448.0,3.53,3540.0,0.49,0.49,185.7440496,64.0324311,18.3554,54.4509
738,GJ 463 b,GJ 463,b,Radial Velocity,2022,3448.0,3.53,3540.0,0.49,0.49,185.7440496,64.0324311,18.3554,54.4509
739,GJ 480 b,GJ 480,b,Radial Velocity,2020,9.567,0.068,4651.4349999999995,0.77,0.45,189.7134226,11.6950708,14.2358,70.2164
740,GJ 486 b,GJ 486,b,Radial Velocity,2021,1.467119,0.01734,3340.0,0.328,0.323,191.981531,9.7494181,8.07426,123.821
741,GJ 486 b,GJ 486,b,Radial Velocity,2021,1.4671205,0.01713,3291.0,0.339,0.333,191.981531,9.7494181,8.07426,123.821
742,GJ 486 b,GJ 486,b,Radial Velocity,2021,1.46711903473,0.11339,3297.0,0.331472,0.7315,191.981531,9.7494181,8.07426,123.821
743,GJ 486 b,GJ 486,b,Radial Velocity,2021,1.46712127,0.01714,3317.0,0.3243,0.312,191.981531,9.7494181,8.07426,123.821
744,GJ 504 b,GJ 504,b,Imaging,2013,8.46321,0.11339,4651.4349999999995,0.77,0.7315,199.192348,9.4249781,17.5299,57.0186
745,GJ 504 b,GJ 504,b,Imaging,2013,8.46321,43.5,6234.0,0.77,1.22,199.192348,9.4249781,17.5299,57.0186
746,GJ 508.2 b,GJ 508.2,b,Radial Velocity,2025,5300.0,4.85,3720.0,0.53,0.54,200.2443854,34.2776644,16.6374,60.0765
