rowid,pl_name,hostname,pl_letter,discoverymethod,disc_year,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,ra,dec,sy_dist,sy_plx
940,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652934,0.0551,6067.0,1.15,1.12,344.4453632,38.674919,158.979,6.26153
941,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652986,0.11339,6051.2,1.18,0.7315,344.4453632,38.674919,158.979,6.26153
942,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529976,0.0553,5980.0,1.135,1.133,344.4453632,38.674919,158.979,6.26153
943,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46,0.11339,6051.18,1.17839,1.126,344.4453632,38.674919,158.979,6.26153
944,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652992,0.11339,5975.0,1.135,1.133,344.4453632,38.674919,158.979,6.26153
945,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802443,0.0532,4780.0,0.76,0.86,297.7101763,48.0818635,37.7647,26.4508
946,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802706,0.053,4777.0,0.765,0.829,297.7101763,48.0818635,37.7647,26.4508
947,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.8878009,0.11339,4780.0,0.75,0.81,297.7101763,48.0818635,37.7647,26.4508
948,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88782,0.11339,4708.0,0.77,0.88,297.7101763,48.0818635,37.7647,26.4508
949,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802443,0.11339,4653.0,0.74,0.7315,297.7101763,48.0818635,37.7647,26.4508
950,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.8878162,0.053,4780.0,0.75,0.81,297.7101763,48.0818635,37.7647,26.4508
951,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88780201,0.11339,4780.0,0.75,0.81,297.7101763,48.0818635,37.7647,26.4508
952,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88780026,0.052,4766.0,0.742,0.786,297.7101763,48.0818635,37.7647,26.4508
953,HAT-P-11 b,HAT-P-11,b,Transit,2008,8.46321,0.11339,4864.0,0.75,0.7315,297.7101763,48.0818635,37.7647,26.4508
954,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88780232,0.11339,4651.4349999999995,0.77,0.7315,297.7101763,48.0818635,37.7647,26.4508
955,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802706,0.053,4777.0,0.765,0.829,297.7101763,48.0818635,37.7647,26.4508
956,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88781501,0.05259,4780.0,0.695,0.812,297.7101763,48.0818635,37.7647,26.4508
957,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887803076,0.053,4778.0,0.763,0.83,297.7101763,48.0818635,37.7647,26.4508
958,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802706,0.053,4777.0,0.765,0.829,297.7101763,48.0818635,37.7647,26.4508
959,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802706,0.11339,4653.0,0.74,0.81,297.7101763,48.0818635,37.7647,26.4508
960,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.888,0.05258,4651.4349999999995,0.77,0.811,297.7101763,48.0818635,37.7647,26.4508
961,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802443,0.05254,4780.0,0.683,0.809,297.7101763,48.0818635,37.7647,26.4508
962,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.8878049,0.11339,4651.4349999999995,0.77,0.7315,297.7101763,48.0818635,37.7647,26.4508
963,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88780267,0.11339,4777.56,0.759854,0.77,297.7101763,48.0818635,37.7647,26.4508
964,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887803076,0.11339,4777.56,0.759854,0.77,297.7101763,48.0818635,37.7647,26.4508
965,HAT-P-11 b,HAT-P-11,b,Transit,2008,8.46321,0.11339,4651.4349999999995,0.77,0.81,297.7101763,48.0818635,37.7647,26.4508
966,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.8878037,0.11339,4757.3,0.76,0.7315,297.7101763,48.0818635,37.7647,26.4508
967,HAT-P-11 c,HAT-P-11,c,Radial Velocity,2018,3397.0,0.11339,4651.4349999999995,0.77,0.809,297.7101763,48.0818635,37.7647,26.4508
968,HAT-P-11 c,HAT-P-11,c,Radial Velocity,2018,3407.0,0.11339,4653.0,0.74,0.7315,297.7101763,48.0818635,37.7647,26.4508
969,HAT-P-11 c,HAT-P-11,c,Radial Velocity,2018,3361.0,4.1,4651.4349999999995,0.77,0.811,297.7101763,48.0818635,37.7647,26.4508
970,HAT-P-11 c,HAT-P-11,c,Radial Velocity,2018,3407.0,4.13,4780.0,0.683,0.809,297.7101763,48.0818635,37.7647,26.4508
971,HAT-P-11 c,HAT-P-11,c,Radial Velocity,2018,3299.0,0.11339,4651.4349999999995,0.77,0.7315,297.7101763,48.0818635,37.7647,26.4508
972,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130578,0.11339,4652.87,0.7,0.7315,209.3886452,43.49331,142.751,6.97632
973,HAT-P-12 b,HAT-P-12,b,Transit,2009,8.46321,0.11339,4652.87,0.703594,0.74,209.3886452,43.49331,142.751,6.97632
974,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21305751,0.11339,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
975,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21305762,0.11339,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
976,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21305786,0.11339,4651.4349999999995,0.77,0.7315,209.3886452,43.49331,142.751,6.97632
977,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130589,0.03837,4559.0,0.7,0.73,209.3886452,43.49331,142.751,6.97632
978,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130598,0.11339,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
979,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130598,0.0384,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
980,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21305992,0.03767,4665.0,0.679,0.691,209.3886452,43.49331,142.751,6.97632
981,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130579,0.11339,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
982,HAT-P-12 b,HAT-P-12,b,Transit,2009,8.46321,0.11339,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
983,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130589,0.11339,4650.0,0.77,0.7315,209.3886452,43.49331,142.751,6.97632
984,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21305929,0.03838,4650.0,0.701,0.73,209.3886452,43.49331,142.751,6.97632
985,HAT-P-12 b,HAT-P-12,b,Transit,2009,8.46321,0.11339,4651.4349999999995,0.77,0.733,209.3886452,43.49331,142.751,6.97632
986,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21,0.11339,4652.87,0.703594,0.74,209.3886452,43.49331,142.751,6.97632
987,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162382,0.0431,5653.0,0.77,0.7315,129.8823772,47.3519076,246.81,4.02313
988,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162431,0.11339,5653.0,1.56,1.22,129.8823772,47.3519076,246.81,4.02313
989,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162383,0.04383,4651.4349999999995,1.756,1.32,129.8823772,47.3519076,246.81,4.02313
990,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.91625,0.11339,4651.4349999999995,0.77,0.7315,129.8823772,47.3519076,246.81,4.02313
991,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.91626,0.0427,5653.0,1.56,1.22,129.8823772,47.3519076,246.81,4.02313
992,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162433,0.11339,5653.0,0.77,0.7315,129.8823772,47.3519076,246.81,4.02313
993,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162383,0.0427,5653.0,1.56,1.22,129.8823772,47.3519076,246.81,4.02313
994,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162368,0.11339,4651.4349999999995,0.77,0.7315,129.8823772,47.3519076,246.81,4.02313
995,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162381,0.11339,4651.4349999999995,0.77,1.32,129.8823772,47.3519076,246.81,4.02313
996,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.91624268,0.11339,5653.0,1.56,1.22,129.8823772,47.3519076,246.81,4.02313
998,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.91640044952,0.11339,5720.0,1.82744,0.7315,129.8823772,47.3519076,246.81,4.02313
999,HAT-P-13 c,HAT-P-13,c,Radial Velocity,2009,428.5,1.188,5653.0,1.56,1.22,129.8823772,47.3519076,246.81,4.02313
1000,HAT-P-13 c,HAT-P-13,c,Radial Velocity,2009,445.82,1.258,4651.4349999999995,0.77,1.32,129.8823772,47.3519076,246.81,4.02313
