source_id,catalogue_name,source_name_in_catalogue,ra,dec,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,astrometric_params_solved,quasar_probability
4441624245723784704,AllWISE (Secrest et al. 2015),J165608.61+074513.5,254.035876242748,7.753735968671675,0.0585479797142133,0.663770025932665,0.7068149,0.67165595,-0.2818486305810728,0.73491746,20.362995,20.283932,19.359879,0.9240532,1.0674446,95,0.99954766
4441635893677184640,Gaia-unWISE (Shu et al. 2019),2547p075o0046762,254.06138402371343,7.898683680913016,0.7205251865895559,0.0796461459612044,0.65374786,0.5561025,-0.0698119416089132,0.73650897,20.434393,20.530619,20.111881,0.4187374,1.0720347,31,1.0
4441625001638033408,R90 (Assef et al. 2018),J165624.56+074552.6,254.10225439098377,7.764549804271716,2.169692552741348,1.4799806777270752,1.8719335,1.5723385,-3.5980324276342075,1.8665404,20.752983,21.10326,20.04831,1.0549507,1.0935391,95,0.012722584
4441636993186771328,R90 (Assef et al. 2018),J165601.56+075605.3,254.00651945293828,7.934851474764359,0.0569479322428298,-0.7103073263690733,0.6279363,0.5239516,0.945765412186441,0.68847847,20.418821,20.464252,19.841837,0.62241554,0.9845798,31,0.9896723
4442388097066450816,R90 (Assef et al. 2018),J165558.96+075946.5,253.99576749070965,7.996275785074178,-0.1544610225665477,-0.3134638757915729,0.39863196,0.3076666,0.5166013746744057,0.35997254,19.696732,20.129408,19.097961,1.0314465,0.9960392,31,0.99999326
4442392151515627264,R90 (Assef et al. 2018),J165545.57+080219.0,253.93985194089169,8.038537456371666,1.0695770059099177,0.8108580682740725,0.8925768,0.6973184,-0.6860110976505593,0.85556275,20.54128,20.874392,20.079672,0.7947197,0.9796995,31,0.23790036
4442450017611013760,AllWISE (Secrest et al. 2015),J165358.91+080840.1,253.49549276575152,8.14447836285083,-0.1391124640368135,-0.0373749938638742,0.13082549,0.10067384,-0.0801592643329964,0.1240615,18.074749,18.292616,17.665276,0.6273403,1.0008214,31,1.0
4442449948891879040,R90 (Assef et al. 2018),J165406.68+080914.6,253.52785652918476,8.154117717262531,0.8586965605225966,0.5190015005023687,1.0249549,0.7647634,-0.7029648520702645,0.8094894,20.548775,20.555607,20.006817,0.54879,1.049657,31,0.9996475
4442458190932991744,Gaia-unWISE (Shu et al. 2019),2532p075o0044628,253.6640332839761,8.269016574117293,0.0217285679661441,0.0705304095491307,1.739771,1.208505,-0.947543495235648,1.203813,20.63628,20.776583,20.049889,0.7266941,1.062079,95,0.9999777
4442410916227770112,Gaia-unWISE (Shu et al. 2019),2532p075o0031995,253.71290440722743,8.237038832003732,-0.2475792504081992,-0.6666468012841539,2.107446,1.7464803,-2.0090480762827165,2.6024754,20.888422,20.763817,20.322245,0.4415722,1.2318678,31,0.1900234
4442460011998263296,R90 (Assef et al. 2018),J165430.98+082102.2,253.62891352393555,8.35058178878755,1.049295917081959,0.97521138776784,0.81203735,0.496534,-1.1034614207626603,0.76447517,20.317179,20.694485,19.702131,0.99235344,0.9881227,31,0.9032059
4442459943279704192,R90 (Assef et al. 2018),J165435.89+082052.4,253.64951105032569,8.347902832455436,-0.1299585658257205,-0.9754594095294816,0.566484,0.4685288,0.1918452564602947,0.5606982,20.039118,20.32033,19.597834,0.72249603,1.1915243,31,0.9999279
4442478879791592448,R90 (Assef et al. 2018),J165402.47+083027.1,253.51026670558505,8.507800081766439,-0.1906098073800704,-0.2660810188574772,0.52352244,0.38440493,0.9828898715088752,0.46484047,19.95773,20.429976,19.455753,0.9742222,1.0390326,31,0.9994193
4442460664834216832,AllWISE (Secrest et al. 2015),J165455.09+082134.8,253.7296453515633,8.35964206401968,0.1263101419762388,-0.0901145963265416,0.4142853,0.32973662,0.1727873886265841,0.4389857,19.718647,19.944384,19.230917,0.71346664,1.0101595,31,0.9999999
4442437540730320256,AllWISE (Secrest et al. 2015),J165530.13+082409.1,253.8756176664527,8.402673554207128,-0.9514572349237465,-2.277676014536679,0.8734089,0.76481384,1.090894955235453,0.98880064,20.539131,20.180866,19.003355,1.1775112,1.0993379,95,0.0063807825
4442485850522497024,AllWISE (Secrest et al. 2015),J165503.11+082742.5,253.7629494030289,8.4617999041496,0.2708508031551681,0.0523778682949102,0.49097615,0.38307172,-0.9047578609491468,0.48361897,19.914726,20.503788,18.99021,1.5135784,1.0644666,95,0.23918721
4442393869502628096,R90 (Assef et al. 2018),J165541.15+080723.4,253.921510758942,8.123126295017688,-0.1792539738051161,0.0553394412564756,1.214412,0.8393729,0.7801231341645914,1.1364207,20.652706,20.719301,20.351477,0.36782455,1.0744494,31,0.17377909
4442396274684401792,AllWISE (Secrest et al. 2015),J165600.32+081235.0,254.0013998603853,8.209752688583826,-0.0754155264343327,-0.0700042405961986,0.1300721,0.1007626,0.1545911621512129,0.14102946,18.228905,18.457092,17.826912,0.63018036,1.0217202,31,1.0
4442431665214962816,R90 (Assef et al. 2018),J165558.51+081524.3,253.9938402747536,8.256768891718982,1.1010348371560772,0.4178155767908993,0.60481215,0.5067127,-0.9263722509570804,0.65124494,20.324879,20.579468,19.776218,0.80324936,1.030867,31,0.9802287
